Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Manderson, Isaiah",8:12,2,4,50%,0,0,0%,0,0,0%,1,1,2,0,0,0,0,0,4
"Rudd, Victor",27:42,3,6,50%,1,4,25%,3,3,100%,1,4,5,3,3,3,0,0,12
"Clemente, Denis",18:28,2,5,40%,0,4,0%,0,0,0%,0,0,0,5,1,1,0,0,4
"Pérez, Rafael",2:21,0,2,0%,0,1,0%,0,0,0%,2,0,2,0,1,0,0,0,0
"Villegas, Johwen",31:30,2,4,50%,0,3,0%,0,2,0%,1,3,4,2,2,0,0,0,4
"López, Carlos 'Yao'",19:19,2,2,100%,0,1,0%,1,1,100%,0,6,6,1,2,1,1,1,5
"Cintrón, Raymond",21:13,0,1,0%,2,6,33%,1,1,100%,0,0,0,3,3,0,1,0,7
"Pizarro, Christian Jomar",17:23,4,9,44%,0,1,0%,0,0,0%,0,3,3,1,3,2,0,0,8
"Rhett, MJ",32:24,5,9,56%,1,1,100%,0,0,0%,1,3,4,0,3,0,0,0,13
"Matías, Ángel L.",21:23,3,7,43%,1,2,50%,2,2,100%,1,4,5,2,0,1,1,0,11
"Rodriguez, Wilfredo 'Willie'",0:02,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,2,0,0,0,0
Totals:,,23,49,47%,5,23,22%,7,9,78%,7,24,31,17,20,8,3,1,68
