Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Martinez, Carlos",14:48,0,3,0%,1,3,33%,0,0,0%,0,0,0,1,0,0,0,0,3
"Alvarado, Omar J.",31:31,8,10,80%,6,13,46%,1,1,100%,1,0,1,1,1,1,2,0,35
"Morales, Ferdinand",14:59,1,2,50%,1,1,100%,0,0,0%,1,3,4,2,2,0,0,0,5
"Abreu, Álex",35:48,2,4,50%,1,3,33%,0,0,0%,1,5,6,14,1,1,4,0,7
"Clavell, Gilberto",21:43,8,11,73%,1,2,50%,3,3,100%,3,3,6,2,4,1,1,0,22
"Hernández, Luis 'Pelacoco'",19:19,4,6,67%,0,1,0%,0,0,0%,0,6,6,2,4,0,0,1,8
"Fuentes, Jamel",4:56,1,1,100%,0,0,0%,1,2,50%,0,1,1,1,1,1,0,0,3
"Portalatin, Wayne",10:29,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,1,1,0,0,2
"Keenan, Justin",19:32,5,7,71%,0,1,0%,3,6,50%,2,3,5,2,4,1,0,0,13
"Guitián, José",26:51,1,2,50%,0,1,0%,1,1,100%,1,2,3,1,1,0,0,0,3
Totals:,,31,47,66%,10,25,40%,9,13,69%,9,23,32,26,19,6,7,1,101
