Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Santiago, Orlando",10:15,0,0,0%,0,2,0%,2,2,100%,0,0,0,0,1,1,0,0,2
"Butler, Jamar",23:45,0,0,0%,1,3,33%,0,0,0%,1,3,4,4,2,1,1,0,3
"Jones, Joel",33:03,4,8,50%,0,2,0%,3,5,60%,0,3,3,3,2,1,1,0,11
"Cruz, Alvin",17:44,0,0,0%,3,4,75%,2,2,100%,1,1,2,4,3,3,0,0,11
"Villafane, Luis",11:02,1,2,50%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,2,2
"Crispin, Nathanael",1:33,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,2
"Baez, Chris",1:33,0,0,0%,1,2,50%,0,0,0%,0,0,0,0,0,0,0,0,3
"Figueroa, Angel 'Buster'",13:47,0,1,0%,1,2,50%,1,4,25%,0,1,1,2,1,0,1,0,4
"Huertas, David",32:46,3,6,50%,1,4,25%,0,0,0%,1,4,5,3,1,1,0,0,9
"Ramos, Peter John",27:25,5,10,50%,0,0,0%,0,2,0%,2,5,7,0,0,5,0,0,10
"Randolph, Shavlik",27:07,6,11,55%,3,5,60%,6,7,86%,2,7,9,2,3,2,2,0,27
Totals:,,20,39,51%,10,24,42%,14,22,64%,7,25,32,18,14,14,5,2,84
