Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Thun, Hans",3:40,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Gaskins, Trevor",36:32,3,5,60%,4,7,57%,3,5,60%,3,2,5,5,3,0,2,0,21
"Ramirez, Luis S.",0:42,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Trenche, Enrique Alberto",0:42,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,2,0,0,0,0
"Jimenez, Giovanni",12:51,1,1,100%,0,0,0%,0,0,0%,1,0,1,2,0,1,0,0,2
"Galindo, Alex",29:27,2,6,33%,5,15,33%,0,0,0%,0,3,3,0,1,3,0,0,19
"Rivera, Filiberto",29:53,5,9,56%,1,4,25%,0,0,0%,0,3,3,9,1,5,1,0,13
"Figueroa, Angel 'Buster'",10:57,0,0,0%,0,0,0%,3,3,100%,0,1,1,1,0,0,0,0,3
"Moon, Jamario",34:57,2,6,33%,2,5,40%,0,0,0%,0,7,7,3,2,5,0,2,10
"Young, Kevin",33:17,6,8,75%,1,3,33%,0,2,0%,4,5,9,2,4,0,1,0,15
"Valencia, Florentino",6:56,1,1,100%,0,0,0%,2,2,100%,0,2,2,0,2,1,0,0,4
Totals:,,20,36,56%,13,35,37%,8,12,67%,8,23,31,22,15,15,4,2,87
