Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Mojica, Sammy",34:54,0,3,0%,1,5,20%,0,0,0%,1,6,7,4,3,1,2,3,3
"Duran, Cliff",12:03,1,1,100%,2,4,50%,2,2,100%,0,1,1,1,0,1,2,0,10
"Davis, Brandon",27:28,1,3,33%,1,3,33%,4,5,80%,2,3,5,5,2,5,2,0,9
"Carattini, Víctor",10:19,1,2,50%,0,0,0%,0,0,0%,0,1,1,1,2,1,0,0,2
"Pérez, Owen",22:28,2,4,50%,0,0,0%,1,2,50%,4,12,16,2,2,1,0,1,5
"Brower, Jayson",0:29,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Doolittle, Kristian",22:52,0,1,0%,0,4,0%,0,2,0%,0,4,4,2,2,4,0,0,0
"Cuascut, Luis D",27:02,5,6,83%,0,2,0%,0,0,0%,3,8,11,2,3,3,0,2,10
"Mojica, Javier",27:48,3,11,27%,4,9,44%,2,5,40%,3,2,5,3,1,0,1,0,20
"Uter, Adrian",6:54,3,3,100%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,6
"Cruz, Alvin",7:43,1,2,50%,0,1,0%,0,0,0%,0,0,0,2,0,1,1,0,2
Totals:,,17,36,47%,8,29,28%,9,16,56%,13,37,50,22,15,17,8,6,67
