Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Gonzalez, Miguel",6:08,0,1,0%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Pagan, Wilfredo",21:52,2,3,67%,1,5,20%,0,0,0%,1,0,1,3,2,1,0,0,7
"Sánchez, Ricardo 'Ricky'",40,6,9,67%,3,6,50%,7,8,88%,1,7,8,3,3,3,1,3,28
"Hodge Jr., Walter",24:08,2,5,40%,1,2,50%,3,3,100%,0,1,1,1,5,1,1,0,10
"Reyes, Angelo",29:24,5,10,50%,0,0,0%,2,2,100%,2,7,9,2,4,0,1,0,12
"Rodríguez, Jonathan",2:28,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Meléndez, Ricardo 'Ricky'",20:55,1,3,33%,0,4,0%,2,2,100%,0,2,2,1,2,1,1,0,4
"Santiago, Eddin",7:25,0,0,0%,1,2,50%,0,0,0%,0,1,1,1,2,1,0,0,3
"Chaney, Richard",33:05,6,12,50%,2,2,100%,3,4,75%,4,5,9,5,2,1,4,0,21
"Gonzalez, Christopher",1:46,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Sweetney, Michael",12:49,1,3,33%,0,0,0%,0,1,0%,0,4,4,1,1,2,0,0,2
Totals:,,23,46,50%,8,22,36%,17,20,85%,8,29,37,17,22,10,8,3,87
