Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diaz, Guillermo",28:14,6,7,86%,0,2,0%,5,6,83%,0,2,2,9,0,0,0,1,17
"Johnson, Chris",21:55,6,8,75%,0,0,0%,0,0,0%,1,4,5,4,4,2,1,2,12
"Alamo, Angel 'Junito'",19:55,3,7,43%,0,1,0%,0,1,0%,0,5,5,2,1,1,0,0,6
"Nieves, Joel",6:07,0,1,0%,0,0,0%,0,0,0%,1,0,1,1,2,0,0,0,0
"Cortes, David",22:04,2,5,40%,0,2,0%,0,0,0%,0,1,1,1,0,0,1,0,4
"Santiago, Ogel A.",1:14,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,0,0,0,0
"Cruz, Alvin",11:45,1,1,100%,0,0,0%,0,0,0%,0,1,1,2,2,2,0,0,2
"Jones, Joel",19:37,3,3,100%,3,3,100%,0,1,0%,0,6,6,2,2,1,0,1,15
"Balkman, Renaldo",35:12,7,13,54%,0,1,0%,2,3,67%,4,7,11,3,2,0,1,0,16
"Huertas, David",30:18,5,5,100%,2,6,33%,1,3,33%,0,2,2,4,3,1,0,1,17
"Matías, Ángel L.",3:33,2,2,100%,0,0,0%,1,2,50%,0,0,0,0,1,0,0,0,5
Totals:,,35,52,67%,5,15,33%,9,16,56%,6,28,34,29,17,7,3,5,94
