Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Robinson, Thomas",26:10,5,13,38%,0,0,0%,1,5,20%,5,5,10,1,1,2,0,0,11
"Gaines, Frank",26:52,0,4,0%,1,7,14%,4,4,100%,1,0,1,0,2,3,3,0,7
"Tejada, Lance",20:50,0,0,0%,1,4,25%,0,0,0%,0,3,3,1,2,1,0,0,3
"Rivera, Luis A",4:43,0,0,0%,0,1,0%,0,0,0%,0,0,0,1,0,0,1,0,0
"Clemente, Denis",31:31,4,8,50%,0,3,0%,0,0,0%,1,1,2,2,1,3,1,0,8
"Jack, Kadeem",20:52,2,6,33%,0,1,0%,0,0,0%,1,6,7,1,0,1,2,0,4
"Rivera, Filiberto",21:28,2,4,50%,2,4,50%,2,3,67%,1,3,4,2,2,1,2,0,12
"Sosa, Isaac",21:20,0,2,0%,1,5,20%,1,3,33%,0,1,1,0,1,0,0,0,4
"Morales, Darius",9:35,0,1,0%,0,0,0%,0,0,0%,2,2,4,0,1,1,0,0,0
"Garcia, Angel 'Piwi'",16:38,2,3,67%,0,2,0%,0,0,0%,1,1,2,2,1,1,1,0,4
Totals:,,15,41,37%,5,27,19%,8,15,53%,12,22,34,10,11,13,10,0,53
