Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Hinson, Darnell",9:51,0,1,0%,1,2,50%,4,4,100%,0,0,0,1,0,1,0,0,7
"Vargas, Gregory",30:08,0,1,0%,1,3,33%,1,2,50%,1,4,5,6,3,1,0,0,4
"Rodriguez, Erick",14:56,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Carmona, Alejandro 'Bimbo'",40,7,13,54%,0,0,0%,5,5,100%,6,5,11,4,3,1,2,0,19
"Thornton, Al",37:42,16,19,84%,0,2,0%,5,7,71%,3,3,6,3,4,1,1,3,37
"Latimer, Antonio",0:18,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Pérez, Rafael",26:38,3,5,60%,1,2,50%,0,0,0%,0,4,4,1,3,3,2,0,9
"Ramos, Peter John",30:27,4,7,57%,0,0,0%,2,4,50%,1,4,5,4,5,4,1,0,10
"Sweetney, Michael",9:57,1,3,33%,0,0,0%,1,2,50%,1,2,3,0,2,2,0,1,3
Totals:,,31,49,63%,3,10,30%,18,24,75%,12,22,34,19,20,13,6,4,89
