Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Gonzalez, Eliel",0:05,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Torres, Andres",30:27,2,5,40%,0,2,0%,2,2,100%,1,1,2,6,2,3,1,0,6
"Colon, Gabriel 'Pirulo'",6:40,1,2,50%,0,0,0%,0,0,0%,1,0,1,2,1,1,0,0,2
"Pagan, Wilfredo",9:26,2,2,100%,1,2,50%,0,0,0%,0,0,0,0,1,0,0,0,7
"Liz, Víctor",34:02,4,7,57%,1,7,14%,5,6,83%,0,2,2,9,2,3,2,0,16
"Emory, Carlos",29:07,4,8,50%,2,3,67%,1,1,100%,1,5,6,2,2,0,0,0,15
"Dawson, Eric",36:28,7,9,78%,0,0,0%,1,1,100%,3,12,15,2,1,2,3,2,15
"Vassallo, Ángel Daniel",17:23,2,6,33%,0,3,0%,0,0,0%,0,3,3,0,2,1,0,0,4
"Harris, Mike",36:16,4,8,50%,2,4,50%,5,5,100%,4,7,11,4,1,5,3,2,19
Totals:,,26,47,55%,6,21,29%,14,15,93%,10,30,40,25,13,15,9,4,84
