Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Figueroa, Angel 'Buster'",37:28,6,10,60%,1,3,33%,4,4,100%,2,3,5,5,3,4,1,0,19
"Guzmán, Ánsel",31:04,3,6,50%,3,6,50%,5,5,100%,0,2,2,3,0,0,1,0,20
"Ortiz, Andres",4:55,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,0,0,1,0,2
"Rivera, Jorge Luis",13:01,1,4,25%,0,2,0%,0,0,0%,0,4,4,0,3,0,1,0,2
"Emmett, Andre",35:37,6,11,55%,3,5,60%,0,0,0%,2,4,6,1,1,2,2,0,21
"Sanchez, Angel M.",17:19,3,4,75%,0,1,0%,3,4,75%,2,0,2,0,3,1,0,0,9
"Villegas, Samuel",24:12,1,2,50%,1,3,33%,0,0,0%,1,0,1,0,3,1,0,0,5
"Vega, Christopher",19:49,1,2,50%,0,2,0%,2,4,50%,2,1,3,2,1,1,0,0,4
"Fizer, Marcus",16:35,3,5,60%,0,2,0%,1,2,50%,1,4,5,3,3,2,0,1,7
Totals:,,25,45,56%,8,24,33%,15,19,79%,10,18,28,14,17,11,6,1,89
