Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Coronado, Juan",40,4,11,36%,2,3,67%,3,3,100%,0,4,4,3,3,3,4,0,17
"Nieves, Joel",18:44,1,4,25%,1,1,100%,0,0,0%,2,2,4,0,2,1,0,0,5
"Torres, Andres",35:43,2,2,100%,0,3,0%,8,8,100%,0,2,2,3,2,1,1,0,12
"Figueroa, Angel 'Buster'",31:02,2,6,33%,1,3,33%,2,4,50%,2,6,8,1,3,2,1,0,9
"Jones, Joel",21:15,0,2,0%,2,4,50%,0,0,0%,0,5,5,0,1,2,0,1,6
"Vega, Christopher",4:16,0,0,0%,0,2,0%,0,0,0%,1,0,1,1,0,0,0,0,0
"Brock, Evan",20:26,4,12,33%,0,0,0%,3,4,75%,2,3,5,1,3,3,1,0,11
"Harrellson, Josh",28:31,2,5,40%,2,5,40%,2,2,100%,3,8,11,0,3,0,1,2,12
Totals:,,15,42,36%,8,21,38%,18,21,86%,10,30,40,9,17,12,8,3,72
