Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diaz, Guillermo",27:33,3,5,60%,2,8,25%,0,0,0%,0,1,1,6,2,1,2,0,12
"Alamo, Angel 'Junito'",10:30,2,5,40%,0,0,0%,0,0,0%,0,2,2,0,0,0,0,1,4
"Hodge Jr., Walter",16:29,5,5,100%,0,3,0%,4,4,100%,1,0,1,2,4,2,0,0,14
"Clemente, Denis",16:43,2,3,67%,1,3,33%,0,0,0%,1,2,3,1,3,0,0,0,7
"Cortes, David",13:19,2,3,67%,0,0,0%,1,2,50%,0,1,1,0,1,0,0,0,5
"Victor, Cuthbert",24:26,2,4,50%,0,0,0%,0,0,0%,3,1,4,2,4,0,0,2,4
"Lalanne, Cady",29:06,4,10,40%,0,1,0%,4,5,80%,2,7,9,0,1,1,0,0,12
"Jones, Joel",7:40,1,2,50%,0,0,0%,0,0,0%,0,2,2,2,2,0,0,0,2
"Balkman, Renaldo",30:37,3,6,50%,0,3,0%,0,0,0%,3,10,13,1,2,3,1,1,6
"Huertas, David",23:27,1,4,25%,3,6,50%,4,5,80%,0,1,1,1,4,1,0,0,15
"Matías, Ángel L.",0:04,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
Totals:,,25,47,53%,6,24,25%,13,16,81%,10,27,37,15,23,8,3,4,81
