Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rivera, Edgardo",0:16,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Martinez, Carlos",5:35,1,1,100%,1,2,50%,2,3,67%,1,0,1,0,0,1,1,0,7
"Alvarado, Omar J.",32:05,0,3,0%,1,6,17%,0,3,0%,0,3,3,7,3,2,0,0,3
"Morales, Ferdinand",8:45,1,1,100%,0,0,0%,0,0,0%,0,1,1,1,1,0,0,0,2
"Abreu, Álex",29:09,3,8,38%,3,4,75%,0,0,0%,1,3,4,4,4,4,1,0,15
"Clavell, Gilberto",26:12,6,13,46%,0,0,0%,3,3,100%,4,5,9,0,2,2,1,0,15
"Hernández, Luis 'Pelacoco'",14:45,1,4,25%,0,0,0%,1,2,50%,1,5,6,0,2,2,0,0,3
"Griffin, Justin",25:39,0,1,0%,1,3,33%,0,0,0%,0,0,0,1,1,1,0,0,3
"Keenan, Justin",26:28,6,10,60%,0,1,0%,4,4,100%,3,4,7,0,3,1,1,0,16
"Guitián, José",15:01,1,2,50%,0,1,0%,0,0,0%,0,2,2,0,3,1,0,1,2
"Buckner, Reggie",15:31,2,5,40%,0,0,0%,2,4,50%,1,3,4,1,3,2,1,2,6
Totals:,,21,48,44%,6,17,35%,12,19,63%,11,26,37,14,22,16,5,3,72
