Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Arroyo, Carlos",29:06,0,4,0%,0,3,0%,2,2,100%,0,2,2,7,3,5,0,0,2
"Guitián, José",19:39,3,6,50%,3,6,50%,1,2,50%,5,1,6,0,1,0,1,0,16
"Reese, Derek",12:27,2,5,40%,0,0,0%,3,4,75%,1,0,1,0,2,0,0,0,7
"Liz, Víctor",37:59,7,12,58%,1,3,33%,4,9,44%,4,5,9,8,2,4,2,0,21
"Cruz, Alvin",6:43,0,0,0%,0,1,0%,0,0,0%,0,0,0,1,0,0,0,0,0
"Vassallo, Ángel Daniel",20:57,0,5,0%,1,3,33%,0,0,0%,0,2,2,1,2,0,2,0,3
"Minnerath, Nick",35:48,14,21,67%,2,5,40%,10,10,100%,3,11,14,2,3,2,1,0,44
"Uter, Adrian",26:24,3,8,38%,0,0,0%,3,3,100%,6,4,10,2,5,0,2,1,9
"Duran, Cliff",10:53,2,2,100%,0,1,0%,0,0,0%,2,2,4,3,0,0,0,0,4
Totals:,,31,63,49%,7,22,32%,23,30,77%,21,27,48,24,18,11,8,1,106
