Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Ocasio, Jonathan",27:42,4,7,57%,1,4,25%,3,4,75%,0,5,5,2,1,4,0,1,14
"Barham, Marcus",21:29,4,8,50%,3,5,60%,0,0,0%,1,4,5,0,1,1,0,0,17
"Mauras, Khary",20:30,3,3,100%,2,6,33%,1,3,33%,0,3,3,5,3,2,0,0,13
"Cambo, Anthony",19:14,3,5,60%,2,3,67%,2,2,100%,0,1,1,2,5,1,1,0,14
"Millet, Melvin",1:22,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Rial, Fabian",0:56,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,2
"Betancourt, Carmelo",19:30,1,3,33%,0,1,0%,0,0,0%,1,2,3,3,3,0,1,0,2
"Mickle, Kevin",30:08,5,12,42%,1,1,100%,0,0,0%,2,2,4,2,2,0,3,0,13
"Rivera, Félix",23,3,7,43%,0,1,0%,2,5,40%,4,3,7,3,2,0,0,0,8
"Mercurius, Dinero",23:42,1,5,20%,0,3,0%,4,5,80%,2,2,4,4,2,2,2,0,6
"Moore, Doral",12:27,0,1,0%,0,0,0%,1,2,50%,0,3,3,0,3,0,0,1,1
Totals:,,25,52,48%,9,24,38%,13,21,62%,10,25,35,21,22,10,7,2,90
