Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Gonzalez, Javier",23:25,2,6,33%,0,3,0%,0,0,0%,2,3,5,6,3,5,1,0,4
"Rosario, Mike",32:17,4,7,57%,2,3,67%,2,2,100%,0,1,1,5,1,2,2,0,16
"James, Damion",24:23,3,9,33%,0,5,0%,7,7,100%,3,8,11,2,3,3,0,0,13
"Guzmán, Ánsel",13:27,0,2,0%,2,2,100%,2,2,100%,0,2,2,2,2,2,0,0,8
"Hamilton, Kevin",7:03,0,2,0%,0,0,0%,0,0,0%,2,0,2,1,0,0,1,0,0
"Pérez, Owen",2:19,0,1,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Early, Jeff",1:19,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Ayala, Angel",9:59,1,1,100%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,0,2
"McGhee, Aaron",21:18,1,3,33%,0,1,0%,1,2,50%,2,3,5,1,2,1,0,0,3
"Petro, Johan",30:09,6,11,55%,0,0,0%,3,3,100%,3,3,6,4,2,0,0,1,15
"Mojica, Javier",34:16,2,5,40%,1,3,33%,2,2,100%,0,4,4,3,0,3,1,0,9
Totals:,,19,48,40%,5,17,29%,17,18,94%,12,26,38,24,14,16,5,1,70
