Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Pellot, Jesse",38:17,6,12,50%,4,7,57%,6,6,100%,2,4,6,1,0,1,1,0,30
"Ramirez, Luis S.",7:26,0,2,0%,0,1,0%,0,0,0%,0,0,0,1,1,0,1,0,0
"Paniagua, Angel",1:26,0,1,0%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Alvarado, Omar J.",30:09,0,4,0%,2,6,33%,2,2,100%,1,2,3,3,4,3,1,0,8
"Osimani, Martin",31:33,1,4,25%,2,3,67%,2,4,50%,1,4,5,8,4,8,2,0,10
"Andino, Guillermo",2:33,0,1,0%,0,0,0%,0,0,0%,0,1,1,1,0,0,0,0,0
"Wolkowisky, Ruben",33:13,3,3,100%,1,2,50%,5,6,83%,0,5,5,2,0,0,0,2,14
"De Jesus, Manuel",29:14,1,3,33%,3,4,75%,3,4,75%,1,4,5,1,4,2,0,0,14
"Mendez, Osvaldo",8:19,0,1,0%,0,0,0%,0,0,0%,1,0,1,0,1,0,0,0,0
"Dyer, Alphonse",16:07,3,4,75%,0,1,0%,0,0,0%,1,3,4,0,4,0,0,0,6
"Martinez, Carlos",1:43,0,0,0%,0,2,0%,0,0,0%,0,0,0,0,0,0,0,0,0
Totals:,,14,35,40%,12,26,46%,18,22,82%,7,24,31,17,19,14,5,2,82
