Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Weber, Briante",29:54,4,10,40%,0,0,0%,0,0,0%,1,4,5,5,4,1,4,0,8
"Paige, Jaysean",32:03,10,13,77%,0,3,0%,0,0,0%,1,3,4,3,5,2,2,0,20
"Lopez, Christian",3:32,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Jenkins, Lorenzo",14:31,2,5,40%,0,2,0%,0,0,0%,1,0,1,0,2,1,0,0,4
"Cintron, Jordan",10:45,1,1,100%,1,1,100%,0,0,0%,0,0,0,0,3,0,0,0,5
"Barham, Marcus",10:06,0,2,0%,0,2,0%,0,0,0%,1,0,1,0,1,0,1,1,0
"Ruiz, Jared",30:36,4,6,67%,2,3,67%,0,0,0%,2,2,4,1,0,1,4,0,14
"Basabe, Melsahn",33:26,5,12,42%,0,0,0%,2,3,67%,1,6,7,2,1,2,0,1,12
"Furstinger, Joe",35:07,5,6,83%,1,4,25%,6,14,43%,2,8,10,6,2,1,0,0,19
Totals:,,31,55,56%,4,16,25%,8,17,47%,9,23,32,17,18,8,11,2,82
