Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Lebron, Jorge",15:32,3,4,75%,1,2,50%,3,4,75%,0,0,0,1,2,0,2,0,12
"Orta, Raul",17:40,0,0,0%,1,3,33%,1,2,50%,3,0,3,1,1,1,0,0,4
"Mendez, Jose",4:25,0,0,0%,0,2,0%,0,0,0%,0,0,0,0,0,0,0,1,0
"Hatton, Roberto Jose 'Bobby Joe'",24:28,1,5,20%,1,2,50%,4,4,100%,1,1,2,6,1,0,0,0,9
"Cruz, Cesar Gabriel",4:25,0,1,0%,0,0,0%,0,0,0%,0,1,1,1,1,0,0,0,0
"Venzen, Gilberto",7:12,0,1,0%,0,0,0%,4,6,67%,1,1,2,1,0,0,0,0,4
"Colon, Gabriel 'Pirulo'",31:34,3,4,75%,1,3,33%,2,3,67%,1,4,5,2,2,0,2,0,11
"Rivera, Emanuel",0:31,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Meléndez, Ricardo 'Ricky'",11:40,0,1,0%,2,3,67%,2,2,100%,0,0,0,0,1,1,0,0,8
"Collazo, Carlos",6:52,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,1,0
"Villegas, Samuel",24:36,2,4,50%,1,3,33%,2,2,100%,1,5,6,3,1,1,1,0,9
"McGhee, Aaron",22:49,3,8,38%,0,0,0%,1,3,33%,0,3,3,2,5,2,0,1,7
"Nailon, Lee",28:16,9,14,64%,0,2,0%,8,8,100%,2,6,8,1,2,3,0,0,26
Totals:,,21,42,50%,7,20,35%,27,34,79%,9,22,31,18,17,8,5,3,90
