Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"McGuire, Dominic",37:25,2,7,29%,4,4,100%,3,4,75%,2,7,9,3,3,2,2,3,19
"Maye, James",10:51,0,3,0%,0,0,0%,0,0,0%,0,2,2,0,0,0,0,0,0
"Colon, Gabriel 'Pirulo'",22:10,0,2,0%,1,1,100%,2,2,100%,0,2,2,1,1,2,1,0,5
"Villegas, Johwen",5:05,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"De Jesus, Manuel",0:20,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Orton, Daniel",19:39,0,2,0%,0,0,0%,0,0,0%,2,4,6,4,4,2,1,1,0
"Emory, Carlos",28:50,4,5,80%,1,2,50%,2,4,50%,1,6,7,1,3,2,2,0,13
"Rivera, Carlos Rubén",31:38,1,8,13%,1,2,50%,7,7,100%,0,2,2,10,1,3,2,0,12
"García, Jonathan",8:21,0,0,0%,0,1,0%,0,0,0%,0,0,0,2,2,0,0,0,0
"Vassallo, Ángel Daniel",35:36,3,11,27%,4,7,57%,2,3,67%,0,2,2,3,4,2,0,0,20
Totals:,,10,39,26%,11,17,65%,16,20,80%,5,25,30,24,20,13,8,4,69
