Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Josiah, Jahvari",33:57,7,14,50%,0,5,0%,6,6,100%,3,4,7,1,3,1,1,0,20
"Davis, Brandon",20:20,1,4,25%,1,1,100%,0,0,0%,1,1,2,2,3,2,0,0,5
"Maldonado, Diego",27:47,1,5,20%,1,5,20%,0,0,0%,0,4,4,0,3,1,0,0,5
"Huertas, Hiram",33:31,2,6,33%,0,4,0%,0,0,0%,0,1,1,5,1,1,3,0,4
"Reese, Derek",29:56,5,11,45%,0,3,0%,1,2,50%,4,9,13,4,1,1,1,0,11
"Santiago, Carlos G.",6:03,2,5,40%,0,0,0%,0,0,0%,1,1,2,0,1,0,0,0,4
"Arroyo, Jordan",27:23,2,2,100%,0,0,0%,1,2,50%,1,3,4,0,1,0,1,0,5
"Mauras, Khary",21:03,3,8,38%,1,3,33%,0,0,0%,2,1,3,3,0,1,2,0,9
Totals:,,23,55,42%,3,21,14%,8,10,80%,12,24,36,15,13,7,8,0,63
