Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Santiago, Orlando",4:51,0,0,0%,0,2,0%,0,0,0%,0,2,2,1,0,0,0,0,0
"Butler, Jamar",22:14,0,0,0%,1,4,25%,0,0,0%,0,2,2,4,1,0,0,0,3
"Jones, Joel",25:03,4,6,67%,2,4,50%,0,0,0%,0,3,3,2,0,2,0,0,14
"Cruz, Alvin",17:45,1,3,33%,3,4,75%,0,0,0%,0,2,2,2,2,1,0,0,11
"Villafane, Luis",15:03,1,6,17%,0,0,0%,0,0,0%,0,3,3,0,3,0,0,1,2
"Colón, Alexis 'Bebo'",23:17,0,1,0%,0,2,0%,1,2,50%,2,4,6,6,2,0,1,0,1
"Crispin, Nathanael",2:29,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Figueroa, Angel 'Buster'",21:33,4,5,80%,1,1,100%,3,3,100%,3,1,4,3,1,0,1,0,14
"Huertas, David",26:47,4,6,67%,5,7,71%,3,3,100%,0,3,3,4,0,2,2,0,26
"Ramos, Peter John",18:40,2,4,50%,0,0,0%,2,4,50%,0,12,12,1,2,2,0,2,6
"Randolph, Shavlik",22:12,7,12,58%,0,0,0%,4,5,80%,0,8,8,2,2,2,0,1,18
Totals:,,23,44,52%,12,24,50%,13,17,76%,5,40,45,25,13,9,4,4,95
