Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rodriguez, Carlos",0:56,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,1,0,0,0
"Figueroa, Angel 'Buster'",21:33,4,6,67%,0,0,0%,1,3,33%,0,4,4,0,2,1,0,0,9
"Guzmán, Ánsel",39:04,7,12,58%,1,6,17%,2,4,50%,1,3,4,5,2,5,0,0,19
"Ortiz, Andres",5:50,0,0,0%,0,1,0%,0,0,0%,0,1,1,0,2,0,0,0,0
"Freije, Matt",40,4,6,67%,2,9,22%,3,3,100%,0,7,7,2,1,0,0,1,17
"Rivera, Jorge Luis",7:24,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,1,0,0
"Sanchez, Angel M.",8:20,0,0,0%,0,3,0%,0,0,0%,0,0,0,0,2,1,0,0,0
"Morales, Luis Damian",2:05,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,1,0,0,0,0
"Villegas, Samuel",14:34,1,2,50%,2,3,67%,0,0,0%,1,1,2,0,4,1,0,0,8
"Vega, Christopher",28:29,5,6,83%,0,4,0%,3,4,75%,2,1,3,1,3,2,0,0,13
"Looby, Kurt",31:45,1,3,33%,0,0,0%,0,0,0%,1,7,8,2,4,0,2,1,2
Totals:,,22,35,63%,5,27,19%,9,14,64%,5,24,29,11,21,11,3,2,68
