Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"De Jesús, Jezreel",34:19,4,11,36%,1,4,25%,1,1,100%,2,6,8,1,3,2,0,0,12
"Mojica, Sammy",3:35,0,1,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Rivera, Angel 'Comby'",3:01,0,0,0%,0,1,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Branch, Onzie",2:43,0,0,0%,0,1,0%,0,0,0%,0,1,1,1,0,0,0,2,0
"Cordero, Esteban",0:51,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Browne, Gary",33:56,8,10,80%,2,6,33%,7,8,88%,4,4,8,11,1,0,2,0,29
"Ruiz, Gabriel",1:56,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Orozco, William",18:20,2,2,100%,0,0,0%,2,5,40%,0,3,3,2,2,1,0,0,6
"López, Carlos 'Yao'",24:16,2,3,67%,1,2,50%,3,6,50%,1,5,6,2,2,3,0,1,10
"Johnson, Anthony",29:21,5,8,63%,0,0,0%,4,4,100%,2,1,3,2,4,2,2,0,14
"Maldonado, Diego",3:23,3,3,100%,0,1,0%,0,0,0%,1,0,1,1,0,0,0,0,6
"Mayo, Ovinton 'O.J'",20:41,1,2,50%,5,5,100%,2,2,100%,0,6,6,0,4,0,1,0,19
"Franklin, Alexander",20:10,1,1,100%,2,3,67%,0,0,0%,0,3,3,2,3,1,0,0,8
"Brady, Chris",3:22,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
Totals:,,26,42,62%,11,23,48%,19,26,73%,10,31,41,22,19,9,5,3,104
