Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"De Jesús, Jezreel",32:20,3,10,30%,4,6,67%,6,7,86%,2,5,7,6,2,2,2,0,24
"Rosario, Mike",27:19,2,4,50%,2,5,40%,0,0,0%,0,4,4,1,2,1,0,0,10
"Erans, Ricardo",0:07,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Lee, Marcus",10:54,1,1,100%,0,0,0%,0,0,0%,0,0,0,1,5,0,1,0,2
"López, Carlos 'Yao'",12:28,1,2,50%,0,0,0%,0,0,0%,0,0,0,2,5,1,0,0,2
"Jones, Marvin",23:39,1,5,20%,0,1,0%,3,4,75%,2,3,5,1,4,0,1,1,5
"López, Luis",10:14,2,2,100%,2,3,67%,0,0,0%,0,1,1,0,0,0,0,0,10
"Rivera, Carlos Rubén",20:08,1,3,33%,3,3,100%,3,3,100%,0,0,0,3,2,1,1,0,14
"Murphy, Jordan",29:42,0,9,0%,1,3,33%,4,4,100%,1,6,7,2,2,2,2,0,7
"Vassallo, Ángel Daniel",14:29,0,1,0%,1,2,50%,0,0,0%,0,1,1,0,0,0,0,0,3
"Ocasio, Jonathan",18:40,2,3,67%,1,4,25%,0,0,0%,1,1,2,1,0,0,0,0,7
Totals:,,13,40,33%,14,27,52%,16,18,89%,6,21,27,17,22,7,7,1,84
