Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Ramirez, Luis S.",15:13,0,2,0%,0,0,0%,0,0,0%,0,0,0,2,1,0,1,0,0
"Reyes, Angelo",25:14,4,7,57%,0,2,0%,0,1,0%,4,10,14,1,4,1,0,1,8
"Polynice, Eniel",32:36,5,8,63%,2,4,50%,3,3,100%,3,2,5,3,2,3,0,1,19
"Howard, Ron",33:52,6,13,46%,0,1,0%,1,4,25%,0,7,7,2,1,3,0,0,13
"Orozco, William",17:11,1,3,33%,3,4,75%,0,2,0%,2,2,4,1,3,2,2,0,11
"Estwick, Alberto",1:11,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Graham, Paul",31:59,0,3,0%,0,6,0%,2,4,50%,1,0,1,2,0,0,0,0,2
"Wilkerson, Tyler",34:49,4,9,44%,0,4,0%,2,3,67%,6,3,9,0,4,3,1,4,10
"O'Bryant, Orin",7:51,1,1,100%,0,0,0%,0,0,0%,1,0,1,0,3,1,0,1,2
Totals:,,21,46,46%,5,21,24%,8,17,47%,17,24,41,11,18,13,4,7,65
