Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"De Jesús, Jezreel",31:49,6,15,40%,2,3,67%,7,7,100%,1,2,3,1,3,5,0,0,25
"Johnson, Anthony",22:56,3,7,43%,0,0,0%,2,4,50%,3,4,7,0,0,0,0,1,8
"Rivera, Edgardo",17:23,2,3,67%,0,0,0%,0,0,0%,0,3,3,2,3,0,2,0,4
"Cintrón, Raymond",37:54,0,1,0%,1,11,9%,1,1,100%,0,2,2,1,2,2,1,0,4
"Burgos, Jeffrey Daniel",2:52,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,2,0,0,0
"Florentino, Enemias",0:45,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,0,0,0,0
"Santiago, Jr., Benito",23:44,2,4,50%,0,1,0%,1,2,50%,2,3,5,1,3,0,1,1,5
"Keenan, Justin",35:58,6,13,46%,1,2,50%,12,16,75%,5,5,10,1,3,1,1,0,27
"Martinez, Carlos",9:03,1,2,50%,1,3,33%,0,0,0%,1,1,2,2,1,0,2,0,5
"Hernández, Luis 'Pelacoco'",17:32,2,4,50%,0,0,0%,0,0,0%,2,2,4,0,4,0,0,0,4
Totals:,,22,49,45%,5,20,25%,23,30,77%,14,22,36,9,19,10,7,2,82
