Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Pagan, Wilfredo",8:39,0,1,0%,0,1,0%,0,0,0%,0,3,3,0,0,1,0,0,0
"Villafane, Luis",10:18,2,2,100%,0,0,0%,2,2,100%,1,2,3,0,1,1,0,0,6
"Sánchez, Ricardo 'Ricky'",40,2,6,33%,4,7,57%,0,0,0%,3,7,10,2,3,3,1,2,16
"Hodge Jr., Walter",35:20,4,7,57%,1,1,100%,2,4,50%,0,3,3,4,4,3,0,0,13
"Dalmau, Ricardo",30:13,3,8,38%,3,6,50%,0,0,0%,0,2,2,1,2,4,0,0,15
"Nieves, Roberto",40,4,9,44%,1,3,33%,2,2,100%,3,5,8,2,2,1,2,0,13
"Santiago, Eddin",11:50,1,1,100%,0,0,0%,0,0,0%,0,1,1,1,1,1,0,0,2
"Sweetney, Michael",23:40,6,9,67%,0,0,0%,4,6,67%,5,4,9,3,5,3,0,0,16
Totals:,,22,43,51%,9,18,50%,10,14,71%,12,27,39,13,18,17,3,2,81
