Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Alvarado, Omar J.",15:32,0,2,0%,0,2,0%,0,0,0%,2,0,2,4,2,1,0,0,0
"García, Jonathan",23:06,1,3,33%,2,6,33%,1,1,100%,0,5,5,6,2,1,0,0,9
"Villegas, Samuel",7:07,0,0,0%,2,3,67%,0,0,0%,0,1,1,0,0,0,0,0,6
"Clinch, Lewis",35:01,5,9,56%,1,5,20%,5,5,100%,0,1,1,4,2,1,1,0,18
"Alonzo, Noe",24:28,2,4,50%,1,8,13%,0,0,0%,1,0,1,2,3,1,1,0,7
"Sensley, Julian",34:48,4,8,50%,4,8,50%,4,6,67%,1,7,8,1,5,0,2,2,24
"Erazo, Armando",16:56,3,3,100%,1,2,50%,1,2,50%,1,1,2,2,1,0,0,0,10
"Valenzuela, Hector",16:16,5,5,100%,0,0,0%,1,1,100%,2,1,3,3,1,1,0,0,11
"Penn, Kleon",26:42,2,3,67%,0,0,0%,0,0,0%,0,3,3,0,0,2,0,0,4
Totals:,,22,37,59%,11,34,32%,12,15,80%,7,19,26,22,16,7,4,2,89
