Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Mendoza, Rigoberto",18:45,3,4,75%,2,3,67%,1,1,100%,0,5,5,1,0,1,3,0,13
"Fernández, Tjader",3:05,0,1,0%,0,1,0%,0,0,0%,0,0,0,1,0,0,0,0,0
"Han, Francis Jonathan",23:30,2,2,100%,1,2,50%,0,0,0%,0,4,4,14,2,1,3,0,7
"Orta, Raul",3:58,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Abreu, Álex",13:24,2,6,33%,0,2,0%,0,0,0%,0,0,0,4,1,0,0,0,4
"Santiago, Nathanael",1:37,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,2
"Rodríguez, Jonathan",5:16,0,0,0%,0,0,0%,0,0,0%,0,2,2,1,2,1,0,0,0
"Clavell, Gilberto",13:24,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,1,1,0,0,0
"Andújar, Emmanuel 'Emmy'",15:58,3,4,75%,2,5,40%,0,0,0%,1,2,3,0,1,2,1,0,12
"Guitián, José",26:09,0,0,0%,7,9,78%,3,3,100%,0,4,4,3,3,0,1,0,24
"Matos, Jorge L.",9:52,0,2,0%,0,1,0%,0,0,0%,1,0,1,1,0,0,1,0,0
"Gaston, Chris",24:58,7,12,58%,0,0,0%,3,4,75%,3,5,8,2,3,1,2,0,17
"López, Matt",14:55,2,4,50%,0,0,0%,0,0,0%,0,0,0,1,3,1,0,0,4
"Pérez, Owen",5:44,1,4,25%,0,0,0%,0,0,0%,1,2,3,0,3,2,0,0,2
"Samhan, Omar",19:19,4,6,67%,0,0,0%,0,0,0%,0,4,4,1,3,1,1,0,8
Totals:,,25,47,53%,12,23,52%,7,8,88%,6,28,34,29,22,11,12,0,93
