Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rios, Eddie",5:29,2,3,67%,0,1,0%,0,0,0%,0,0,0,0,0,1,0,0,4
"Sanchez, Kennel",6:43,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,2,1,0,0,0
"García, Jonathan",29:28,2,3,67%,1,2,50%,0,0,0%,0,4,4,6,4,2,1,0,7
"Lopez, Jose Enrique",7:38,1,1,100%,0,0,0%,0,0,0%,1,1,2,1,2,0,1,0,2
"Villegas, Samuel",17:46,1,2,50%,1,2,50%,0,0,0%,0,3,3,1,0,0,0,0,5
"Clinch, Lewis",33:16,5,11,45%,1,3,33%,0,0,0%,1,1,2,6,0,1,2,2,13
"Alonzo, Noe",35:19,2,5,40%,4,6,67%,6,7,86%,0,5,5,3,3,2,3,0,22
"Sensley, Julian",34:30,6,14,43%,2,3,67%,5,6,83%,0,10,10,2,2,2,0,1,23
"Valenzuela, Hector",29:45,3,6,50%,0,0,0%,2,2,100%,2,8,10,0,4,2,1,1,8
Totals:,,22,46,48%,9,17,53%,13,15,87%,4,32,36,19,17,11,8,4,84
