Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rosa, Angel R.",10:05,0,0,0%,0,1,0%,0,0,0%,0,1,1,0,0,1,0,0,0
"Ayuso, Elias 'Larry'",29:18,6,10,60%,5,11,45%,0,0,0%,0,3,3,1,2,0,1,0,27
"Cruz, Rafael 'Pachy'",1:44,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Cortes, David",17:12,2,4,50%,0,0,0%,0,0,0%,1,3,4,0,2,1,0,0,4
"Meléndez, Ricardo 'Ricky'",9:45,1,3,33%,0,4,0%,0,0,0%,0,1,1,3,0,1,1,0,2
"Apodaca, Rick",24:09,3,4,75%,3,7,43%,0,0,0%,2,0,2,4,1,1,0,0,15
"Pinnock, Danilo",32:10,4,8,50%,1,2,50%,1,2,50%,2,6,8,8,2,4,2,0,12
"Santiago, Daniel 'Danny'",17:48,1,3,33%,0,0,0%,0,2,0%,3,1,4,2,3,2,1,0,2
"Santiago, Eddin",6:05,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,0,1,0,0
"Diogu, Ike",27:15,2,9,22%,2,3,67%,0,1,0%,1,5,6,2,4,0,0,0,10
"Aubry, Jeffrion",24:26,2,6,33%,0,0,0%,0,0,0%,1,3,4,2,3,0,1,4,4
Totals:,,21,47,45%,11,28,39%,1,5,20%,10,23,33,23,17,10,7,4,76
