Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Lucas, Kalin",39:23,2,5,40%,4,8,50%,3,4,75%,0,3,3,10,1,4,1,0,19
"Reese, Derek",21:23,4,7,57%,0,3,0%,1,1,100%,2,4,6,1,0,1,0,1,9
"McCullough, Chris",28:59,3,4,75%,0,2,0%,3,6,50%,0,10,10,3,4,2,1,1,9
"Gines, Jose",16:55,2,2,100%,0,4,0%,3,4,75%,0,1,1,0,0,0,1,0,7
"Cotto, Luis M.",0:18,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Ortiz, Jose",13:18,1,4,25%,0,1,0%,2,2,100%,1,2,3,2,1,0,0,0,4
"Martínez, Wil",27:52,4,5,80%,3,12,25%,3,4,75%,0,3,3,4,2,1,0,0,20
"Rodriguez, Hector",0:26,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Parker-Rivera, Timajh",30:24,5,8,63%,0,0,0%,1,2,50%,4,6,10,2,1,3,2,1,11
"Torres, Julian",21:02,4,5,80%,0,0,0%,5,6,83%,1,5,6,0,1,1,1,2,13
Totals:,,25,40,63%,7,30,23%,21,29,72%,8,34,42,22,10,12,6,5,92
