Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Robinson, Thomas",28:57,7,11,64%,0,1,0%,8,10,80%,6,12,18,1,3,3,1,0,22
"Gaines, Frank",27:02,2,2,100%,3,6,50%,3,4,75%,1,5,6,7,3,1,1,1,16
"Tejada, Lance",15:08,1,1,100%,0,1,0%,4,4,100%,0,1,1,1,3,3,0,1,6
"Rivera, Luis A",1:24,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Lynch, J.R.",1:24,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Morales, Darius",8:26,1,1,100%,0,0,0%,1,2,50%,0,0,0,0,1,0,0,0,3
"Clemente, Denis",23:21,3,10,30%,0,0,0%,0,1,0%,1,2,3,3,2,0,0,0,6
"Jack, Kadeem",22:46,0,2,0%,2,3,67%,3,4,75%,0,3,3,1,2,0,0,0,9
"Rivera, Filiberto",19:41,1,3,33%,0,3,0%,4,4,100%,0,1,1,7,3,1,2,0,6
"Sosa, Isaac",32,3,5,60%,6,11,55%,0,0,0%,0,3,3,2,1,0,1,0,24
"Pérez, Rafael",8:12,1,1,100%,1,1,100%,0,0,0%,1,1,2,0,3,1,0,0,5
"Garcia, Angel 'Piwi'",11:39,1,1,100%,1,2,50%,0,0,0%,1,0,1,0,2,0,0,0,5
Totals:,,20,37,54%,13,29,45%,23,29,79%,10,28,38,22,23,9,5,2,102
