Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Harris, Robert",23:56,1,2,50%,2,3,67%,0,0,0%,0,0,0,1,1,1,0,0,8
"Bishop, Jermaine",29:29,1,1,100%,1,4,25%,0,0,0%,1,2,3,6,3,2,1,0,5
"Erazo, Josue",2:44,0,0,0%,0,0,0%,0,2,0%,0,1,1,0,1,0,0,0,0
"Ocasio Negron, Adrian",1:23,0,1,0%,1,1,100%,0,0,0%,0,0,0,0,0,0,0,0,3
"Conklin, Brian",38:17,8,14,57%,0,1,0%,7,8,88%,3,8,11,2,2,0,0,0,23
"Govan, Jessie",32:57,5,8,63%,2,6,33%,1,1,100%,0,9,9,0,3,2,1,3,17
"Ruiz, Jared",15:32,0,0,0%,0,1,0%,1,1,100%,1,0,1,3,3,2,0,0,1
"Basabe, Melsahn",7:03,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Pizarro, Christian Jomar",10:31,0,0,0%,1,3,33%,2,2,100%,0,2,2,4,2,3,0,0,5
"Matías, Ángel L.",14:17,1,3,33%,0,2,0%,0,0,0%,0,4,4,0,3,0,0,0,2
"Paige, Jaysean",23:51,5,9,56%,1,4,25%,0,0,0%,0,1,1,3,2,2,3,0,13
Totals:,,21,38,55%,8,25,32%,11,14,79%,5,27,32,19,21,12,5,3,77
