Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Fernández, Tjader",2:20,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Han, Francis Jonathan",29:37,1,1,100%,1,5,20%,0,0,0%,0,2,2,5,4,2,0,0,5
"Guzmán, Ánsel",23:35,1,6,17%,3,4,75%,1,1,100%,4,3,7,5,2,1,1,0,12
"Rodríguez, Jonathan",31:07,9,13,69%,0,1,0%,3,3,100%,1,5,6,1,2,2,3,1,21
"Clavell, Gilberto",25:35,3,7,43%,1,1,100%,1,2,50%,0,3,3,0,0,1,1,0,10
"Emory, Carlos",11:32,0,2,0%,0,2,0%,0,0,0%,0,1,1,2,1,0,0,0,0
"Gaston, Chris",15:56,2,3,67%,0,2,0%,0,0,0%,0,2,2,1,0,0,0,1,4
"Smith, Donta",33:59,3,4,75%,3,7,43%,4,4,100%,0,5,5,8,3,5,1,0,19
"Keenan, Justin",26:13,4,6,67%,1,2,50%,1,3,33%,2,2,4,3,3,0,1,1,12
Totals:,,23,42,55%,9,24,38%,10,13,77%,7,23,30,25,15,11,7,3,83
