Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diogu, Ike",36:14,8,11,73%,2,5,40%,3,3,100%,4,14,18,2,4,4,0,0,25
"Rosario, Mike",24:11,3,7,43%,0,7,0%,2,3,67%,2,3,5,2,0,1,0,0,8
"Colon, Gabriel 'Pirulo'",7:39,0,0,0%,0,0,0%,0,2,0%,2,2,4,0,1,1,0,0,0
"Villegas, Johwen",13:41,1,3,33%,0,1,0%,0,0,0%,3,0,3,0,2,0,0,0,2
"Emory, Carlos",7:08,1,2,50%,0,0,0%,0,0,0%,0,0,0,0,3,0,0,0,2
"Rivera, Carlos Rubén",36:17,6,7,86%,1,4,25%,0,0,0%,1,1,2,3,2,2,4,0,15
"Harris, Mike",40,7,11,64%,1,2,50%,4,7,57%,5,10,15,1,2,4,0,0,21
"Jimenez, Giovanni",4:45,0,0,0%,0,1,0%,0,0,0%,0,1,1,0,2,0,0,0,0
"Vassallo, Ángel Daniel",26:18,1,5,20%,0,7,0%,8,8,100%,0,2,2,1,2,1,0,0,10
"Narvaez, Manuel Antonio",3:42,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
Totals:,,27,46,59%,4,27,15%,17,23,74%,17,33,50,9,19,13,4,0,83
