Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Fernández, Tjader",31:57,3,3,100%,5,8,63%,3,3,100%,1,4,5,3,4,4,0,0,24
"Tejada, Lance",25:37,2,4,50%,2,3,67%,4,4,100%,0,0,0,1,1,1,0,0,14
"Erazo, Josue",6:32,1,2,50%,0,0,0%,0,0,0%,0,0,0,1,2,0,0,0,2
"Lynch, J.R.",17:30,1,2,50%,0,2,0%,0,0,0%,0,2,2,0,0,0,0,0,2
"Morales, Darius",6:02,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,3,0,0,0,0
"Branch, Onzie",29:55,0,2,0%,0,2,0%,0,0,0%,1,4,5,3,1,2,0,0,0
"Burgos, Jeffrey Daniel",0:42,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Wheeler, Phillip",19:08,1,2,50%,1,6,17%,1,2,50%,0,3,3,3,1,0,1,1,6
"Miranda, Fhevier",0:42,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,2,0,0,0,0
"Pittman, Dexter",22:36,3,5,60%,0,0,0%,3,4,75%,2,4,6,1,4,1,0,1,9
"Bass, Paris",39:18,10,21,48%,0,2,0%,3,5,60%,3,12,15,5,3,4,1,1,23
Totals:,,21,41,51%,8,23,35%,14,18,78%,7,30,37,17,21,12,2,3,80
