Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Soto, Jose J.",1:25,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Rivera, Norberto",1:42,1,1,100%,0,1,0%,0,0,0%,1,0,1,0,0,0,0,0,2
"Hinson, Darnell",25:08,1,5,20%,2,4,50%,1,2,50%,1,0,1,1,3,0,1,1,9
"Han, Francis Jonathan",15:33,1,1,100%,0,2,0%,0,0,0%,0,2,2,3,0,0,2,0,2
"Rivera, Jose Luis",10:31,1,4,25%,0,1,0%,0,0,0%,1,1,2,1,0,0,0,0,2
"Rivera, Filiberto",36:33,1,7,14%,3,5,60%,4,4,100%,0,2,2,4,3,4,0,0,15
"Benson, Lee",24:45,4,8,50%,0,0,0%,2,3,67%,4,8,12,1,2,1,0,4,10
"Pérez, Rafael",33:41,2,8,25%,0,2,0%,2,2,100%,1,4,5,2,3,1,1,0,6
"Crispin, Nathanael",1:54,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Rivas, Luis A.",13:34,3,4,75%,0,0,0%,0,0,0%,1,3,4,1,2,2,0,0,6
"Pruitt, Shaun",35:14,7,17,41%,0,0,0%,2,10,20%,5,10,15,0,0,1,0,1,16
Totals:,,21,56,38%,5,15,33%,11,21,52%,14,30,44,13,13,9,4,6,68
