Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Thun, Hans",2:26,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Martinez, Bryan",0:43,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Gaskins, Trevor",19:46,2,2,100%,3,3,100%,3,3,100%,0,0,0,4,1,4,0,0,16
"Ramirez, Luis S.",7:40,0,0,0%,0,2,0%,0,0,0%,0,0,0,1,2,0,0,0,0
"Trenche, Enrique Alberto",2:24,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,1,0,0,0
"Jimenez, Giovanni",17:42,1,3,33%,0,1,0%,4,4,100%,0,0,0,1,2,1,1,0,6
"Rosa, Angel R.",2:40,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Galindo, Alex",37:23,3,4,75%,4,8,50%,7,7,100%,2,5,7,3,1,5,0,0,25
"Figueroa, Angel 'Buster'",20:56,4,7,57%,0,2,0%,9,12,75%,1,4,5,0,3,1,2,1,17
"Acevedo, Angel 'Mutombo'",2:58,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Moon, Jamario",32:13,2,4,50%,2,4,50%,0,0,0%,1,5,6,3,3,3,1,2,10
"Young, Kevin",36:48,2,9,22%,3,4,75%,5,8,63%,4,6,10,2,2,0,1,0,18
"Valencia, Florentino",16:15,0,1,0%,0,0,0%,0,0,0%,0,6,6,0,5,1,0,0,0
Totals:,,14,31,45%,12,24,50%,28,34,82%,8,27,35,14,20,16,5,3,92
