Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Laury, David",26:28,5,14,36%,1,2,50%,3,6,50%,7,5,12,3,1,1,0,1,16
"Rodriguez, Jose G.",31:13,3,8,38%,1,7,14%,0,0,0%,2,7,9,3,3,3,0,0,9
"Gonzalez, Javier",31:11,2,5,40%,1,3,33%,2,4,50%,4,2,6,4,3,2,1,0,9
"Berdiel, Miguel 'Ali'",33:11,3,8,38%,0,4,0%,6,6,100%,0,4,4,3,2,1,2,0,12
"Penn, Kleon",11:41,1,2,50%,0,0,0%,0,0,0%,3,0,3,0,2,0,0,1,2
"Piñeiro, Juan Pablo",7:25,0,1,0%,0,1,0%,0,0,0%,0,0,0,0,1,1,0,0,0
"Basabe, Melsahn",4:47,2,3,67%,0,0,0%,3,3,100%,3,2,5,0,0,1,0,0,7
"Fillyaw, Marcus",19:12,1,2,50%,1,3,33%,0,0,0%,2,3,5,5,1,0,2,0,5
"Wesley, Tai",34:48,9,14,64%,0,1,0%,2,3,67%,2,4,6,0,1,1,0,1,20
Totals:,,26,57,46%,4,21,19%,16,22,73%,23,27,50,18,14,10,5,3,80
