Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"De Jesús, Jezreel",30:22,4,9,44%,0,0,0%,9,10,90%,1,1,2,5,1,6,1,0,17
"Cintrón, Raymond",31:04,0,1,0%,1,5,20%,2,4,50%,0,2,2,3,2,2,2,0,5
"Burgos, Jeffrey Daniel",16,0,3,0%,2,2,100%,2,2,100%,3,1,4,1,2,1,1,0,8
"Ramos, Carlos 'Frankie'",7:25,1,1,100%,0,1,0%,0,1,0%,0,0,0,0,0,0,1,0,2
"George, Travis",16,1,3,33%,0,0,0%,3,4,75%,1,3,4,0,3,1,0,0,5
"Valdez, Carlos",13:33,1,3,33%,0,0,0%,0,0,0%,0,0,0,0,0,0,1,0,2
"Santiago, Jr., Benito",14:59,1,1,100%,1,1,100%,0,0,0%,0,2,2,0,3,2,2,0,5
"Davis, Mike",28:24,5,10,50%,0,0,0%,0,0,0%,1,8,9,1,4,2,3,0,10
"Pettigrew, Steffphon",32:49,5,9,56%,0,1,0%,5,6,83%,0,3,3,0,1,1,0,2,15
"Martinez, Carlos",0:26,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Gierbolini, Joel",8:52,1,2,50%,0,0,0%,1,2,50%,0,2,2,1,2,1,1,1,3
Totals:,,19,42,45%,4,10,40%,22,29,76%,6,22,28,11,18,16,12,3,72
