Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diogu, Ike",35:57,5,11,45%,2,4,50%,0,0,0%,5,6,11,3,3,2,0,2,16
"Fortuna, Elpidio Manuel",31:44,0,2,0%,2,4,50%,3,4,75%,2,2,4,8,0,2,3,1,9
"De Jesús, Jezreel",13:14,2,5,40%,0,1,0%,1,2,50%,0,0,0,0,1,0,0,0,5
"Colon, Gabriel 'Pirulo'",10:39,0,1,0%,1,2,50%,0,0,0%,0,0,0,0,1,1,0,0,3
"Apodaca, Rick",25:21,2,3,67%,1,6,17%,2,4,50%,0,1,1,2,0,0,0,0,9
"Gaston, Chris",11:06,2,4,50%,0,0,0%,2,2,100%,0,2,2,0,4,2,0,0,6
"Emory, Carlos",22:56,4,5,80%,1,2,50%,1,2,50%,0,3,3,0,2,2,3,0,12
"Santiago, Eddin",26:45,0,0,0%,2,5,40%,0,0,0%,0,1,1,8,2,1,1,0,6
"Siler, Garret",22:14,7,8,88%,0,0,0%,6,9,67%,3,8,11,1,3,1,2,3,20
Totals:,,22,39,56%,9,24,38%,15,23,65%,10,23,33,22,16,11,9,6,86
