Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Holloway, Terrell 'Tu'",31:26,3,7,43%,3,7,43%,0,0,0%,1,3,4,6,1,4,1,0,15
"Rosario, Mike",28:25,5,6,83%,3,9,33%,0,0,0%,0,4,4,2,1,2,1,0,19
"García, Jonathan",10:46,0,2,0%,1,2,50%,0,0,0%,1,2,3,2,2,0,1,0,3
"Carmona, Alejandro 'Bimbo'",18:57,1,3,33%,0,1,0%,1,2,50%,0,3,3,2,1,2,0,0,3
"Colón, Alexis 'Bebo'",21:12,0,1,0%,1,4,25%,0,0,0%,0,0,0,0,1,0,0,0,3
"Hernández, Luis 'Pelacoco'",8:32,0,0,0%,0,0,0%,0,0,0%,1,1,2,1,1,0,0,0,0
"Polo, Tyler",0:58,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Díaz, Jorge Brian",30:43,2,7,29%,0,0,0%,6,7,86%,6,2,8,1,0,0,2,3,10
"Meléndez, Ricardo 'Ricky'",8:57,0,2,0%,0,1,0%,0,0,0%,1,2,3,1,0,0,0,0,0
"Terry, Reyshawn",31:24,7,12,58%,3,5,60%,6,7,86%,3,3,6,7,2,1,0,0,29
"Alamo, Angel 'Junito'",8:35,2,2,100%,0,1,0%,0,0,0%,0,0,0,0,1,1,0,0,4
Totals:,,20,42,48%,11,30,37%,13,16,81%,13,20,33,22,10,10,5,3,86
