Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Imes, David",19:14,2,3,67%,1,1,100%,3,4,75%,1,3,4,1,5,0,0,0,10
"Acevedo, Gilberto",2:34,0,0,0%,0,0,0%,0,2,0%,0,0,0,1,0,1,2,0,0
"Duran, Cliff",22:16,2,4,50%,0,3,0%,1,2,50%,1,4,5,3,2,2,1,0,5
"Cruz, Christian",0:15,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Taylor, Tyshawn",27:38,2,13,15%,0,1,0%,6,10,60%,2,0,2,2,2,4,1,0,10
"Ortiz, Andres",27:35,7,7,100%,0,0,0%,3,5,60%,2,3,5,0,3,2,0,0,17
"Sanabria, Jorge",0:11,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Villafane, Luis",14:20,0,1,0%,0,0,0%,0,0,0%,0,2,2,1,0,0,0,0,0
"Florentino, Enemias",3:16,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,2,1,1,0,0
"Rivera, Filiberto",31:20,3,8,38%,1,5,20%,7,11,64%,2,2,4,2,0,0,2,0,16
"Maldonado, Hector Luis",8:36,1,3,33%,0,0,0%,2,2,100%,1,1,2,0,0,0,0,0,4
"Brown, Elton",22:13,3,7,43%,0,0,0%,0,0,0%,4,5,9,0,4,2,0,1,6
"Rolle, Magnum",20:22,4,7,57%,1,4,25%,2,4,50%,4,3,7,1,1,2,0,0,13
Totals:,,24,53,45%,3,14,21%,24,40,60%,17,24,41,11,19,14,7,1,81
