Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rivera, Edgardo",0:10,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Ortiz, Andres",16:47,0,4,0%,1,3,33%,3,4,75%,1,0,1,1,2,0,0,0,6
"Freije, Matt",33:08,2,4,50%,1,6,17%,0,0,0%,0,4,4,0,5,1,1,0,7
"Rosario, Jose R.",20:41,0,4,0%,0,0,0%,0,0,0%,3,4,7,0,2,1,0,0,0
"Ramos, Carlos 'Frankie'",2:07,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Villegas, Johwen",34:34,7,13,54%,1,5,20%,3,6,50%,4,4,8,2,3,2,0,0,20
"Vega, Christopher",30:59,5,8,63%,1,3,33%,1,2,50%,0,5,5,3,2,2,1,0,14
"Fields, Ronnie",30:29,7,14,50%,1,1,100%,2,4,50%,3,7,10,2,3,3,1,0,19
"Leon, Nick",14:27,2,3,67%,0,0,0%,2,2,100%,1,1,2,2,0,0,0,0,6
"Colon, Luis Miguel",16:38,2,5,40%,0,0,0%,0,0,0%,2,3,5,0,3,2,1,0,4
Totals:,,25,55,45%,5,18,28%,11,18,61%,14,28,42,10,20,11,4,0,76
