Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Soto, Joseph",9:44,1,5,20%,0,2,0%,0,0,0%,0,0,0,5,0,0,1,0,2
"Ramos, Carlos 'Frankie'",0:27,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Akindele, Jeleel",26:58,4,5,80%,0,0,0%,9,10,90%,2,4,6,2,3,4,0,0,17
"Pellot, Jesse",5:15,0,0,0%,1,1,100%,0,0,0%,0,0,0,0,0,0,0,0,3
"Dalmau, Christian",18:05,2,2,100%,1,5,20%,0,1,0%,0,2,2,4,3,4,0,0,7
"Romero, Ismael",31:53,5,11,45%,0,0,0%,3,4,75%,1,11,12,2,2,2,2,0,13
"Villegas, Johwen",21:28,3,5,60%,2,5,40%,0,0,0%,3,0,3,0,2,2,1,0,12
"Colón, Benjamín",16:20,1,1,100%,0,0,0%,2,4,50%,1,1,2,1,4,1,0,1,4
"Stephens, DJ",1:12,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Santiago, Jr., Benito",22:13,1,1,100%,1,5,20%,1,2,50%,0,4,4,1,3,3,1,1,6
"Galindo, Alex",28:08,2,2,100%,4,9,44%,0,1,0%,0,3,3,1,4,0,0,0,16
"Gonzalez, Javier",18:11,2,4,50%,1,3,33%,4,4,100%,0,2,2,4,0,1,1,0,11
Totals:,,21,36,58%,10,30,33%,19,26,73%,7,28,35,20,22,17,6,2,91
