Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Pizarro, Christian Jomar",14:46,2,4,50%,0,2,0%,2,2,100%,0,1,1,4,0,0,1,0,6
"Suárez, Rasham",9:49,1,1,100%,0,2,0%,0,0,0%,1,2,3,0,0,2,0,0,2
"Manderson, Isaiah",20:12,3,8,38%,0,0,0%,3,4,75%,1,2,3,1,2,1,1,0,9
"Sanabria, Jorge",21:23,6,6,100%,1,4,25%,4,4,100%,1,2,3,1,2,1,2,0,19
"Conklin, Brian",23:53,2,4,50%,0,1,0%,6,8,75%,1,2,3,1,3,2,0,0,10
"Reyes, Justin",27:35,7,8,88%,0,1,0%,5,5,100%,1,5,6,4,2,4,1,0,19
"Pérez, Owen",10:11,3,3,100%,0,0,0%,1,2,50%,1,2,3,0,1,1,2,1,7
"Harper, Justin",24:51,2,3,67%,2,4,50%,2,2,100%,0,3,3,1,2,2,0,1,12
"Ruiz, Jared",17:51,1,4,25%,1,2,50%,0,0,0%,0,1,1,4,1,0,0,0,5
"Arroyo, Carlos Andrés",9:19,0,2,0%,0,1,0%,0,0,0%,0,2,2,2,0,1,0,0,0
"Matías, Ángel L.",20:06,1,4,25%,0,4,0%,0,0,0%,0,3,3,0,1,0,0,0,2
Totals:,,28,47,60%,4,21,19%,23,27,85%,6,25,31,18,14,14,7,2,91
