Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Tejada, Lance",38:01,2,6,33%,3,5,60%,2,2,100%,0,6,6,3,4,1,1,0,15
"Ortiz, Chris",32:24,1,11,9%,2,4,50%,6,6,100%,1,5,6,0,3,1,1,0,14
"Lugo, Wilmer",1:27,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Sosa, Isaac",36:08,2,7,29%,4,8,50%,6,10,60%,0,5,5,4,0,2,1,0,22
"Gonzalez, Eliel",14:10,0,1,0%,0,2,0%,0,0,0%,0,1,1,3,3,1,0,0,0
"Suero, Gerardo",30:14,3,12,25%,0,4,0%,3,4,75%,0,4,4,2,2,3,1,0,9
"López, Matt",33:50,4,4,100%,0,0,0%,0,0,0%,3,5,8,2,3,0,1,1,8
"Young, Kevin",13:46,1,2,50%,0,0,0%,0,0,0%,0,2,2,2,4,0,3,0,2
Totals:,,13,43,30%,9,23,39%,17,22,77%,4,28,32,16,19,8,8,1,70
