Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diaz, Guillermo",34:41,3,6,50%,1,1,100%,1,1,100%,0,1,1,8,1,2,1,0,10
"Johnson, Chris",30:36,9,13,69%,0,0,0%,3,4,75%,3,6,9,2,4,0,0,1,21
"Alamo, Angel 'Junito'",8:54,1,5,20%,0,0,0%,0,0,0%,1,1,2,1,3,1,0,0,2
"Cortes, David",24:19,4,7,57%,0,1,0%,2,2,100%,1,1,2,1,2,0,0,1,10
"Victor, Cuthbert",26:58,4,6,67%,0,1,0%,0,0,0%,2,5,7,3,1,1,0,4,8
"Ere, Ebi",14:11,1,2,50%,1,2,50%,3,4,75%,1,0,1,3,1,2,2,0,8
"Cruz, Alvin",5:18,0,0,0%,0,1,0%,2,2,100%,0,0,0,1,2,2,0,0,2
"Jones, Joel",17:42,3,3,100%,1,2,50%,0,0,0%,0,1,1,2,3,1,2,0,9
"Balkman, Renaldo",29:23,10,11,91%,0,2,0%,0,0,0%,1,2,3,5,4,2,2,0,20
"Aubry, Jeffrion",7:53,0,1,0%,0,0,0%,0,0,0%,0,1,1,0,3,0,1,0,0
Totals:,,35,54,65%,3,10,30%,11,13,85%,9,18,27,26,24,11,8,6,90
