Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rosas, Samuel",6:20,1,2,50%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,2
"Brown, Daniel 'Dee'",33:40,2,4,50%,1,5,20%,2,2,100%,0,2,2,12,0,1,1,0,9
"Apodaca, Rick",21:34,1,2,50%,0,1,0%,3,3,100%,0,2,2,1,3,1,0,0,5
"Jones, Joel",33:40,6,7,86%,2,4,50%,0,0,0%,2,3,5,0,1,1,2,0,18
"Alamo, Angel 'Junito'",15:15,2,4,50%,1,2,50%,0,0,0%,1,3,4,0,1,1,1,1,7
"Huertas, David",27:43,1,2,50%,2,7,29%,2,2,100%,1,2,3,2,3,1,1,0,10
"Sims, DeShawn",22:23,4,8,50%,0,4,0%,1,2,50%,4,4,8,2,2,2,0,0,9
"Ramos, Peter John",37:26,11,19,58%,0,0,0%,1,3,33%,4,6,10,4,3,3,1,0,23
"Lockhart, Ian",1:59,0,1,0%,0,0,0%,0,0,0%,1,0,1,0,1,0,0,0,0
Totals:,,28,49,57%,6,23,26%,9,12,75%,13,23,36,21,14,10,6,1,83
