Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Efejuku-Rose, Weyinmi",4:14,0,0,0%,0,0,0%,0,0,0%,0,1,1,1,0,0,0,0,0
"Guitián, José",13:55,0,0,0%,1,2,50%,0,0,0%,0,0,0,0,2,1,0,0,3
"Reese, Derek",6:57,0,0,0%,0,0,0%,0,0,0%,0,3,3,0,1,1,0,0,0
"Liz, Víctor",37:48,8,13,62%,2,5,40%,5,8,63%,4,3,7,8,2,2,1,0,27
"Cruz, Alvin",16:05,0,0,0%,0,4,0%,0,0,0%,0,1,1,1,2,0,0,0,0
"Vassallo, Ángel Daniel",36:16,3,8,38%,3,9,33%,7,8,88%,3,8,11,4,2,1,0,1,22
"Minnerath, Nick",31:05,4,7,57%,1,7,14%,4,5,80%,1,2,3,1,2,1,0,0,15
"Uter, Adrian",28,3,4,75%,0,0,0%,3,5,60%,1,6,7,3,4,0,1,1,9
"Duran, Cliff",25:35,3,4,75%,0,1,0%,0,0,0%,0,1,1,7,3,3,2,1,6
Totals:,,21,36,58%,7,28,25%,19,26,73%,9,25,34,25,18,9,4,3,82
