Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rodriguez, Jose G.",19:17,2,3,67%,1,1,100%,3,6,50%,0,4,4,0,1,0,0,1,10
"Alvarado, Omar J.",0:13,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Duran, Cliff",25:56,2,6,33%,2,7,29%,1,3,33%,1,2,3,7,1,3,2,0,11
"Ayala, Angel",10:39,0,1,0%,1,1,100%,0,0,0%,0,1,1,1,5,2,0,0,3
"Suárez, Rasham",15:01,1,2,50%,2,4,50%,1,2,50%,0,0,0,3,5,0,2,0,9
"Butler, Nathaniel",22:41,2,6,33%,0,1,0%,1,6,17%,1,1,2,2,0,0,3,0,5
"Mitchell, Tony",27:20,4,6,67%,3,8,38%,1,1,100%,1,2,3,2,3,2,2,0,18
"Laury, David",33:49,4,5,80%,2,4,50%,2,6,33%,0,10,10,1,1,0,1,0,16
"Young, Kevin",16:41,2,6,33%,0,0,0%,0,2,0%,0,1,1,1,2,1,1,0,4
"Collier, Devon",28:18,4,9,44%,0,0,0%,1,2,50%,2,6,8,3,3,1,2,1,9
Totals:,,21,44,48%,11,26,42%,10,28,36%,5,27,32,20,21,9,13,2,85
