Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"López, Carlos 'Yao'",31:54,4,7,57%,0,1,0%,0,0,0%,7,7,14,5,2,1,0,1,8
"Cordero, Esteban",7:01,0,1,0%,0,1,0%,0,0,0%,0,0,0,2,0,0,0,0,0
"Sosa, Isaac",29:13,4,5,80%,5,9,56%,0,0,0%,0,0,0,2,3,1,0,0,23
"Browne, Gary",26:27,4,5,80%,0,4,0%,0,0,0%,0,5,5,6,4,5,2,0,8
"Franklin, Alexander",29:20,3,8,38%,0,2,0%,2,3,67%,0,6,6,2,3,1,1,2,8
"Polo, Tyler",3:55,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Cruz, William",6:31,0,0,0%,0,1,0%,0,0,0%,0,0,0,1,1,0,1,0,0
"Graham, Paul",2:51,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Keenan, Justin",25:33,1,4,25%,0,2,0%,1,2,50%,2,2,4,2,4,4,0,1,3
"Ebanks, Devin",27:38,4,7,57%,1,3,33%,10,14,71%,0,1,1,0,3,4,1,0,21
"Branch, Onzie",9:32,3,4,75%,0,0,0%,0,0,0%,3,0,3,1,1,1,1,0,6
Totals:,,23,42,55%,6,24,25%,13,19,68%,12,21,33,21,22,17,6,4,77
