Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Mendoza, Rigoberto",22:20,5,10,50%,0,2,0%,1,1,100%,2,6,8,3,0,0,1,1,11
"Allende, Leandro",8:43,1,3,33%,0,0,0%,0,0,0%,1,2,3,0,1,0,0,0,2
"Maura, Kevin 'K.J.'",13:28,0,1,0%,2,2,100%,0,0,0%,3,0,3,2,2,0,0,0,6
"Rudd, Victor",32:39,5,8,63%,2,6,33%,4,4,100%,1,11,12,8,1,1,0,0,20
"Holland, John",21:23,1,2,50%,5,9,56%,4,7,57%,0,0,0,3,3,0,1,0,21
"Abreu, Álex",25:28,2,3,67%,1,1,100%,1,2,50%,1,0,1,7,1,1,0,0,8
"Clavell, Gilberto",34:20,6,9,67%,4,7,57%,3,3,100%,1,4,5,2,3,0,0,0,27
"Andújar, Emmanuel 'Emmy'",28:09,1,6,17%,0,2,0%,0,0,0%,0,4,4,5,2,3,0,0,2
"Burgos, Jeffrey Daniel",13:30,1,3,33%,0,1,0%,4,4,100%,3,1,4,2,2,1,1,0,6
Totals:,,22,45,49%,14,30,47%,17,21,81%,12,28,40,32,15,6,3,1,103
