Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Soto, Jose J.",0:22,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Vazquez, Christian",14:07,1,2,50%,0,2,0%,3,3,100%,0,6,6,4,1,0,0,0,5
"Han, Francis Jonathan",27:01,1,3,33%,1,4,25%,0,0,0%,0,5,5,2,1,3,2,0,5
"Rivera, Axel",6:51,0,2,0%,0,0,0%,0,2,0%,2,1,3,0,4,0,0,0,0
"Payano, Carlos R.",26:58,1,2,50%,2,3,67%,2,2,100%,2,3,5,1,4,2,0,0,10
"Rivera, Jose Luis",14:51,3,3,100%,0,4,0%,0,0,0%,0,0,0,0,1,0,2,0,6
"Perez, Manuel",2:58,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,2,0,0,0
"Pérez, Rafael",36:36,7,14,50%,1,4,25%,6,10,60%,6,1,7,3,4,1,0,0,23
"Butler, Keith",33:09,5,10,50%,0,0,0%,3,4,75%,3,3,6,1,4,0,1,3,13
"Freije, Matt",37:07,8,12,67%,2,4,50%,4,6,67%,2,2,4,1,1,0,0,2,26
Totals:,,26,48,54%,6,21,29%,18,27,67%,15,22,37,12,21,8,5,5,88
