Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Martínez, Wil",20:11,4,4,100%,3,6,50%,0,0,0%,0,2,2,1,1,0,0,0,17
"Carter, Maurice",34:02,4,5,80%,2,3,67%,4,4,100%,0,2,2,3,1,4,2,0,18
"Cintrón, Raymond",29:16,1,1,100%,2,7,29%,0,0,0%,1,1,2,2,2,1,0,0,8
"Santiago, Jr., Benito",27:07,4,7,57%,2,6,33%,0,0,0%,0,1,1,0,4,0,0,0,14
"Bishop, Tony",40,4,10,40%,0,4,0%,1,1,100%,5,8,13,11,3,1,3,0,9
"De Jesus, Felix",0:05,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Ocasio, Jonathan",0:20,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Samhan, Omar",26:02,6,10,60%,1,3,33%,6,6,100%,4,5,9,2,4,1,0,1,21
"López, Carlos 'Yao'",22:51,3,3,100%,0,0,0%,2,4,50%,2,2,4,1,3,2,1,1,8
Totals:,,26,40,65%,10,29,34%,13,15,87%,12,21,33,20,18,9,6,2,95
