Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Brown, Gilbert",31:49,8,13,62%,2,3,67%,11,14,79%,1,1,2,2,3,3,0,0,33
"Rodriguez, Joey",7:44,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,1,0,0,0
"Horne, Jamelle",26:57,1,4,25%,1,3,33%,0,0,0%,0,7,7,1,2,2,1,1,5
"Nieves, Roberto",10:16,0,1,0%,0,1,0%,0,0,0%,0,2,2,1,1,1,0,0,0
"Carmona, Alejandro 'Bimbo'",36:42,5,10,50%,0,1,0%,3,5,60%,1,2,3,2,3,2,1,0,13
"Clavell, Gilberto",6:30,0,1,0%,0,0,0%,1,2,50%,1,2,3,0,2,0,0,0,1
"Clemente, Denis",33:28,1,3,33%,0,3,0%,2,2,100%,1,2,3,6,0,1,0,0,4
"Scott, Seth",26:53,1,2,50%,1,2,50%,1,2,50%,1,5,6,0,3,4,1,1,6
"Valenzuela, Hector",12:59,2,4,50%,0,0,0%,0,0,0%,0,4,4,2,1,1,1,0,4
"Penn, Kleon",6:39,0,0,0%,0,0,0%,0,2,0%,1,0,1,0,0,0,0,1,0
Totals:,,18,38,47%,4,13,31%,18,27,67%,6,26,32,14,16,15,4,3,66
