Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Soto, Joseph",13:18,0,1,0%,0,1,0%,0,0,0%,0,1,1,3,1,2,0,0,0
"Colón, Benjamín",5:57,1,1,100%,0,0,0%,0,0,0%,1,1,2,0,4,0,0,0,2
"Gonzalez, Javier",29:19,2,3,67%,1,5,20%,2,2,100%,1,3,4,8,1,5,3,0,9
"Williams, Devin",26:18,6,9,67%,2,3,67%,4,4,100%,3,6,9,3,2,0,0,0,22
"Carattini, Víctor",9:13,2,2,100%,0,0,0%,0,0,0%,0,1,1,1,1,0,0,0,4
"Galindo, Alex",16:40,0,1,0%,0,3,0%,2,2,100%,0,0,0,0,1,1,2,1,2
"Romero, Ismael",31:41,10,13,77%,0,0,0%,3,5,60%,1,4,5,2,3,1,1,0,23
"James, Damion",34:45,1,5,20%,4,6,67%,1,2,50%,1,4,5,6,1,1,0,0,15
"Mojica, Javier",32:46,4,7,57%,3,7,43%,5,6,83%,3,5,8,4,1,3,0,0,22
Totals:,,26,42,62%,10,25,40%,17,21,81%,10,25,35,27,15,13,6,1,99
