Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Beltran, Derick",2:30,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,1,0,0,0
"López, Carlos 'Yao'",10:28,2,3,67%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,4
"Ortiz, Kenneth",22:56,1,4,25%,0,1,0%,0,1,0%,0,2,2,6,2,3,2,0,2
"Strong, Carlos",12:48,4,4,100%,0,2,0%,0,0,0%,0,0,0,0,2,0,1,0,8
"Seda, Luis",1:55,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Holloway, Terrell 'Tu'",25:24,2,9,22%,2,5,40%,9,11,82%,2,1,3,11,4,1,2,0,19
"Portalatin, Wayne",2:56,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Pinnock, Danilo",23:28,2,4,50%,0,2,0%,0,0,0%,0,2,2,0,0,0,2,0,4
"Cruz, Rafael 'Pachy'",4:11,0,1,0%,0,0,0%,0,0,0%,1,0,1,1,0,1,0,0,0
"Alamo, Angel 'Junito'",31:48,5,8,63%,4,7,57%,1,1,100%,2,5,7,3,4,0,1,0,23
"Jones, Joel",26:45,2,4,50%,1,5,20%,0,0,0%,0,1,1,1,4,1,0,1,7
"Naymick, Andrew",34:43,6,10,60%,0,0,0%,2,4,50%,2,8,10,0,3,1,1,6,14
Totals:,,24,47,51%,7,23,30%,12,17,71%,7,19,26,22,21,8,9,7,81
