Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rodriguez, Erick",24:23,1,3,33%,1,4,25%,0,0,0%,0,1,1,2,1,2,2,1,5
"Western, Franklin",24:16,6,9,67%,0,0,0%,0,0,0%,1,2,3,0,0,1,1,0,12
"Dalmau, Christian",33:10,1,7,14%,1,3,33%,6,6,100%,0,1,1,6,4,2,2,0,11
"Valenzuela, Hector",8:07,0,1,0%,0,0,0%,0,0,0%,0,1,1,0,2,0,0,0,0
"Wilson, Monty",35:23,8,12,67%,1,1,100%,5,6,83%,1,11,12,1,2,0,0,0,24
"Ramirez, Sean",3:53,1,3,33%,0,0,0%,0,0,0%,1,0,1,0,0,0,0,0,2
"Barbosa, Raymond",0:03,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Smith, Jabari",30:15,2,3,67%,0,1,0%,0,0,0%,1,2,3,5,2,3,1,0,4
"Mojica, Javier",22:42,4,6,67%,1,6,17%,3,4,75%,0,3,3,4,3,1,0,1,14
"Santiago, Orlando",17:48,0,1,0%,2,3,67%,0,0,0%,0,1,1,0,2,1,0,0,6
Totals:,,23,45,51%,6,18,33%,14,16,88%,4,22,26,18,16,10,6,2,78
