Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Viñales, Kyle",7:08,1,3,33%,0,0,0%,1,2,50%,0,0,0,1,1,2,0,0,3
"Berdiel, Miguel 'Ali'",37:35,4,10,40%,2,8,25%,2,2,100%,4,3,7,5,2,3,3,1,16
"Rodriguez, Andres",35:34,1,2,50%,1,6,17%,0,0,0%,0,5,5,6,2,0,0,1,5
"Ere, Ebi",37:33,6,9,67%,7,13,54%,0,0,0%,2,4,6,0,2,1,2,1,33
"McGhee, Aaron",34:44,6,16,38%,0,1,0%,1,2,50%,3,4,7,2,3,0,0,0,13
"Polo, Tyler",1:59,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Villegas, Samuel",4:16,0,0,0%,0,0,0%,0,0,0%,0,1,1,1,0,0,0,0,0
"Vargas, Eloy",10:19,0,2,0%,0,0,0%,0,0,0%,1,4,5,0,2,0,0,1,0
"Valencia, Florentino",6:57,1,1,100%,0,0,0%,0,0,0%,1,2,3,0,0,0,0,1,2
"Penn, Kleon",23:51,1,4,25%,0,0,0%,0,2,0%,5,4,9,1,1,0,0,3,2
Totals:,,20,47,43%,10,28,36%,4,8,50%,16,27,43,16,14,6,5,8,74
