Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"James, Shawn",29:53,6,7,86%,0,0,0%,2,2,100%,3,5,8,0,3,3,1,2,14
"Ortiz, Chris",15:02,1,1,100%,0,0,0%,0,0,0%,1,4,5,3,1,2,2,0,2
"Arroyo, Carlos",24:24,5,9,56%,3,5,60%,2,2,100%,0,2,2,7,1,5,1,0,21
"Zambrana, Xavier",0:17,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"James, Damion",25:34,4,11,36%,1,2,50%,2,2,100%,2,1,3,2,3,0,2,0,13
"Ayuso, Elias 'Larry'",17:55,2,3,67%,2,6,33%,4,4,100%,1,0,1,1,3,1,1,0,14
"Villafane, Luis",6:58,1,1,100%,0,0,0%,0,0,0%,0,2,2,0,2,0,0,0,2
"Berdiel, Miguel 'Ali'",24:40,1,5,20%,1,3,33%,0,0,0%,0,6,6,4,4,0,0,0,5
"Colón, Alexis 'Bebo'",21:21,0,0,0%,1,1,100%,0,0,0%,0,5,5,0,2,2,1,0,3
"Rivera, Filiberto",15:44,0,1,0%,0,1,0%,0,0,0%,0,1,1,2,2,0,0,0,0
"Ruiz, Jared",0:17,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Miro, Steven",0:35,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Peavy, Nathan",17:16,2,7,29%,0,1,0%,2,4,50%,4,2,6,1,1,2,1,0,6
Totals:,,22,45,49%,8,19,42%,12,14,86%,11,28,39,20,22,15,9,2,80
